case_id,driver_gender,year_of_birth,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,stopped_by,stop_date_and_time
2533,Male,1993,20,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,102,Mar  3 2013  3:57PM
2534,Male,1988,25,White,Call for Service,Other,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,103,Mar  5 2013  8:41PM
2535,Male,1991,22,Black,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,Mar  6 2013 11:10AM
2536,Male,1993,20,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,105,Mar  9 2013  2:09AM
2537,Male,1992,21,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,Yes       ,106,Mar  9 2013  7:20PM
2538,Male,1990,23,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,107,Mar 11 2013 12:21AM
2539,Male,1992,21,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,108,Mar 11 2013  6:06PM
2540,Male,1990,23,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,109,Mar 12 2013 10:44AM
2541,Female,1959,54,Asian,Call for Service,Other,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,0-15 Min,No        ,100,Mar 14 2013 12:38PM
2542,Female,1991,22,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,101,Mar 17 2013 11:28PM
2543,Male,1979,34,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,102,Mar 20 2013 12:06AM
2544,Male,1975,38,White,Speeding,Speeding,Yes       ,Inventory,Citation,No,16-30 Min,No        ,103,Mar 21 2013 10:52PM
2545,Female,1991,22,Asian,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,N/D,No,0-15 Min,Yes       ,104,Mar 23 2013  8:36AM
2546,Female,1979,34,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,105,Mar 23 2013 11:10AM
2547,Male,1974,39,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,106,Mar 24 2013  7:51PM
2548,Male,1990,23,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,107,Mar 26 2013  1:48AM
2549,Male,1960,53,Black,Registration Violation,Registration/plates,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,108,Mar 27 2013 11:34AM
2550,Male,1970,43,White,Call for Service,Other,Yes       ,Incident to Arrest,Probable Cause,Citation,No,16-30 Min,No        ,109,Mar 27 2013 11:50PM
2551,Male,1988,25,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,100,Mar 28 2013  9:47AM
2552,Male,1978,35,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,101,Mar 29 2013  2:03AM
2553,Male,1985,28,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Warning,No,0-15 Min,Yes       ,102,Mar 29 2013  9:37AM
2554,Female,1991,22,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,103,Apr  1 2013  1:24AM
2555,Male,1993,20,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,104,Apr  1 2013 10:58AM
2556,Male,1992,21,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,105,Apr  5 2013 12:08AM
2557,Male,1984,29,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,106,Apr  7 2013  3:57PM
2558,Male,1996,17,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,107,Apr 14 2013 11:38PM
2559,Male,1987,26,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Warning,No,0-15 Min,No        ,108,Apr 18 2013  7:37PM
2560,Male,1991,22,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,109,Apr 19 2013  1:14AM
2561,Male,1989,24,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,100,Apr 20 2013 10:21PM
2562,Male,1987,26,White,Call for Service,Other,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,0-15 Min,No        ,101,Apr 26 2013  8:24PM
2563,Female,1989,24,White,Call for Service,Other,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Apr 28 2013  1:15AM
2564,Male,1979,34,Black,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,No        ,103,Apr 29 2013  9:28AM
2565,Male,1977,36,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,May  1 2013 12:06AM
2566,Female,1987,26,Black,Call for Service,Other,Yes       ,Inventory,Probable Cause,Arrest Driver,Yes,0-15 Min,No        ,105,May  2 2013  2:54PM
2567,Female,1990,23,White,Speeding,Speeding,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,0-15 Min,Yes       ,106,May  3 2013 12:17AM
2568,Male,1965,48,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,107,May  5 2013 12:22AM
2569,Male,1982,31,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,108,May  5 2013  8:12AM
2570,Male,1979,34,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Citation,No,0-15 Min,No        ,109,May  5 2013  9:12AM
2571,Male,1961,52,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,100,May  6 2013  1:26PM
2572,Male,1965,48,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,101,May  6 2013  9:51PM
2573,Male,1992,21,Black,Registration Violation,Registration/plates,Yes       ,Inventory,Arrest Driver,Yes,30+ Min,No        ,102,May  7 2013  9:29AM
2574,Male,1979,34,Black,Other Traffic Violation,Moving violation,Yes       ,Inventory,Arrest Driver,Yes,30+ Min,Yes       ,103,May 10 2013  2:13PM
2575,Female,1978,35,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,104,May 10 2013  5:02PM
2576,Male,1971,42,White,APB,Other,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,Yes       ,105,May 11 2013 11:45PM
2577,Male,1987,26,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Protective Frisk,Citation,No,16-30 Min,No        ,106,May 12 2013 10:55PM
2578,Male,1990,23,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,107,May 14 2013  3:24AM
2579,Female,1990,23,Asian,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,108,May 14 2013 10:51PM
2580,Male,1984,29,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,109,May 20 2013  7:16PM
2581,Male,1988,25,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,100,May 21 2013 10:12AM
2582,Male,1985,28,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,Yes       ,101,May 21 2013 11:39PM
2583,Female,1990,23,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,102,May 28 2013  3:05AM
2584,Male,1993,20,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,103,May 28 2013  3:02PM
2585,Male,1990,23,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,May 30 2013 11:58AM
2586,Male,1992,21,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,105,May 30 2013  2:09PM
2587,Male,1982,31,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,106,Jun  3 2013  5:40PM
2588,Female,1990,23,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,107,Jun  3 2013  8:09PM
2589,Female,1978,35,White,APB,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes       ,108,Jun  5 2013  3:07AM
2590,Male,1980,33,Hispanic,Seatbelt Violation,Seat belt,Yes       ,Reasonable Suspicion,Arrest Passenger,Yes,0-15 Min,No        ,109,Jun  9 2013  2:21AM
2591,Male,1991,22,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,100,Jun 11 2013 10:52AM
2592,Male,1979,34,Black,Special Detail/Directed Patrol,Other,Yes       ,Incident to Arrest,Arrest Passenger,Yes,0-15 Min,No        ,101,Jun 15 2013  1:26AM
2593,Male,1991,22,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Jun 16 2013  1:39PM
2594,Male,1964,49,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,103,Jun 16 2013 11:53PM
2595,Male,1977,36,White,Registration Violation,Registration/plates,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,Yes       ,104,Jun 17 2013 11:03AM
2596,Male,1993,20,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,105,Jun 17 2013  2:25PM
2597,Male,1988,25,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,106,Jun 19 2013 10:09AM
2598,Male,1956,57,Black,Special Detail/Directed Patrol,Other,Yes       ,Incident to Arrest,No Action,No,16-30 Min,No        ,107,Jun 19 2013 10:55AM
2599,Male,1977,36,Hispanic,Motorist Assist/Courtesy,Other,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,108,Jun 20 2013  2:28PM
2600,Female,1977,36,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,109,Jun 20 2013  7:19PM
2601,Male,1967,46,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,100,Jun 21 2013 10:59PM
2602,Male,1992,21,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,101,Jun 23 2013  8:31AM
2603,Male,1994,19,White,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Citation,No,0-15 Min,Yes       ,102,Jun 24 2013  1:01AM
2604,Male,1988,25,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,103,Jun 27 2013 12:01AM
2605,Male,1979,34,Hispanic,Suspicious Person,Other,Yes       ,Incident to Arrest,Inventory,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,104,Jun 29 2013 12:05AM
2606,Male,1993,20,Black,Speeding,Speeding,Yes       ,Inventory,Citation,No,0-15 Min,No        ,105,Jun 29 2013 10:17AM
2607,Female,1983,30,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,106,Jun 29 2013 10:58PM
2608,Female,1984,29,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,107,Jul  5 2013  8:43AM
2609,Male,1992,21,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,Yes       ,108,Jul  6 2013  8:05PM
2610,Male,1964,49,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,No        ,109,Jul  9 2013 10:37AM
2611,Male,1983,30,White,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,100,Jul 10 2013  7:23AM
2612,Male,1993,20,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Probable Cause,Citation,No,16-30 Min,Yes       ,101,Jul 13 2013  9:26PM
2613,Male,1988,25,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,102,Jul 14 2013 12:41AM
2614,Male,1981,32,White,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,0-15 Min,No        ,103,Jul 14 2013  8:24PM
2615,Male,1990,23,Asian,Seatbelt Violation,Seat belt,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,104,Jul 15 2013 11:35AM
2616,Male,1974,39,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,105,Jul 16 2013  1:39PM
2617,Male,1970,43,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,106,Jul 16 2013  4:16PM
2618,Male,1959,54,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,0-15 Min,No        ,107,Jul 16 2013  5:21PM
2619,Male,1986,27,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Probable Cause,Citation,No,0-15 Min,Yes       ,108,Jul 16 2013  6:21PM
2620,Male,1991,22,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Arrest Driver,Yes,0-15 Min,Yes       ,109,Jul 17 2013  9:57AM
2621,Male,1981,32,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,100,Jul 19 2013 10:16PM
2622,Male,1982,31,Black,Seatbelt Violation,Seat belt,Yes       ,Incident to Arrest,Probable Cause,Citation,No,16-30 Min,Yes       ,101,Jul 22 2013  7:10AM
2623,Male,1983,30,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,102,Jul 23 2013 11:27AM
2624,Male,1977,36,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,103,Jul 26 2013  8:26PM
2625,Female,1991,22,White,Speeding,Speeding,Yes       ,Probable Cause,Warning,No,0-15 Min,Yes       ,104,Jul 28 2013  3:05AM
2626,Male,1976,37,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,105,Jul 29 2013 12:33AM
2627,Male,1991,22,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,106,Jul 29 2013  2:39PM
2628,Male,1992,21,Hispanic,Seatbelt Violation,Seat belt,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,107,Jul 30 2013  2:37PM
2629,Male,1969,44,White,Equipment/Inspection Violation,Equipment,Yes       ,Protective Frisk,Citation,No,0-15 Min,Yes       ,108,Aug  3 2013  6:09PM
2630,Male,1987,26,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,109,Aug  4 2013  9:34AM
2631,Male,1984,29,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,100,Aug 10 2013  9:56AM
2632,Male,1985,28,Hispanic,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,101,Aug 13 2013 12:44AM
2633,Male,1989,24,Black,Other Traffic Violation,Moving violation,Yes       ,Reasonable Suspicion,Warning,No,16-30 Min,Yes       ,102,Aug 14 2013  2:07PM
2634,Female,1992,21,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,103,Aug 14 2013  8:03PM
2635,Male,1985,28,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,104,Aug 15 2013  4:01PM
2636,Male,1992,21,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,105,Aug 23 2013 11:05PM
2637,Female,1990,23,Hispanic,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,106,Aug 24 2013  8:00PM
2638,Male,1959,54,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,No        ,107,Sep  2 2013  1:09AM
2639,Male,1990,23,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,108,Sep  8 2013  9:16AM
2640,Male,1988,25,Hispanic,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,Yes       ,109,Sep  8 2013  2:19PM
2641,Male,1982,31,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Warning,No,16-30 Min,No        ,100,Sep  8 2013 11:41PM
2642,Male,1948,65,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Reasonable Suspicion,Warning,No,16-30 Min,No        ,101,Sep  9 2013  9:03AM
2643,Female,1989,24,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Sep 10 2013 11:31PM
2644,Male,1989,24,White,Registration Violation,Registration/plates,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,103,Sep 11 2013 10:53AM
2645,Male,1993,20,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Inventory,Citation,No,16-30 Min,No        ,104,Sep 13 2013  2:01PM
2646,Male,1992,21,Hispanic,Speeding,Speeding,Yes       ,Reasonable Suspicion,Arrest Driver,Yes,30+ Min,Yes       ,105,Sep 17 2013  4:08PM
2647,Male,1964,49,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,106,Sep 19 2013  5:19PM
2648,Male,1986,27,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,107,Sep 20 2013  9:29AM
2649,Male,1985,28,Black,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,0-15 Min,No        ,108,Sep 22 2013  6:09PM
2650,Male,1965,48,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,109,Sep 27 2013  5:00PM
2651,Male,1968,45,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,100,Sep 28 2013  8:16PM
2652,Male,1967,46,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,101,Oct  2 2013 12:19AM
2653,Male,1982,31,White,Motorist Assist/Courtesy,Other,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,102,Oct  2 2013  4:50PM
2654,Male,1994,19,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Warning,No,0-15 Min,No        ,103,Oct  2 2013 10:58PM
2655,Male,1983,30,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,Yes       ,104,Oct  3 2013  1:14PM
2656,Male,1990,23,White,Equipment/Inspection Violation,Equipment,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,105,Oct  5 2013  1:42AM
2657,Male,1988,25,White,Suspicious Person,Other,Yes       ,Reasonable Suspicion,Warning,No,0-15 Min,No        ,106,Oct  5 2013  2:54AM
2658,Male,1967,46,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,107,Oct  7 2013 11:20PM
2659,Male,1992,21,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,108,Oct  8 2013  9:49AM
2660,Male,1989,24,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Citation,No,30+ Min,Yes       ,109,Oct  8 2013  5:35PM
2661,Male,1980,33,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,100,Oct 10 2013 10:50AM
2662,Male,1983,30,White,Seatbelt Violation,Seat belt,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,Yes       ,101,Oct 12 2013  3:11PM
2663,Male,1990,23,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,102,Oct 15 2013  6:43PM
2664,Male,1991,22,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,103,Oct 17 2013 12:11AM
2665,Male,1989,24,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,104,Oct 17 2013  9:37AM
2666,Male,1983,30,White,Equipment/Inspection Violation,Equipment,Yes       ,Protective Frisk,Warning,No,0-15 Min,No        ,105,Oct 17 2013  6:42PM
2667,Male,1984,29,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,106,Oct 20 2013 10:37AM
2668,Male,1988,25,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,107,Oct 21 2013 12:57PM
2669,Male,1981,32,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,108,Oct 21 2013  3:14PM
2670,Male,1991,22,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Nov  1 2013 11:39AM
2671,Male,1994,19,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,100,Nov 11 2013  1:18PM
2672,Male,1991,22,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Probable Cause,Citation,No,0-15 Min,Yes       ,101,Nov 11 2013  3:45PM
2673,Female,1993,20,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Nov 12 2013  2:50PM
2674,Male,1981,32,White,Seatbelt Violation,Seat belt,Yes       ,Incident to Arrest,Arrest Passenger,Yes,30+ Min,Yes       ,103,Nov 14 2013 12:29AM
2675,Male,1990,23,Black,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,0-15 Min,No        ,104,Nov 18 2013  1:41PM
2676,Male,1995,18,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,105,Nov 24 2013 10:23AM
2677,Male,1994,19,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,106,Nov 26 2013 12:18AM
2678,Male,1987,26,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,107,Nov 26 2013  2:05AM
2679,Male,1991,22,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,108,Nov 27 2013 12:09AM
2680,Male,1952,61,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,109,Nov 27 2013  5:53PM
2681,Male,1980,33,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,100,Nov 29 2013  9:20AM
2682,Female,1981,32,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,101,Nov 29 2013  1:51PM
2683,Male,1971,42,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Passenger,Yes,16-30 Min,Yes       ,102,Dec  3 2013 11:43PM
2684,Male,1963,50,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Probable Cause,Citation,No,0-15 Min,No        ,103,Dec  4 2013 10:04PM
2685,Male,1981,32,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,104,Dec 10 2013  2:24AM
2686,Male,1984,29,Hispanic,Call for Service,Other,Yes       ,Inventory,Citation,No,30+ Min,No        ,105,Dec 11 2013 11:09PM
2687,Male,1991,22,White,Speeding,Speeding,Yes       ,Protective Frisk,Warning,No,0-15 Min,No        ,106,Dec 15 2013 12:28PM
2688,Male,1970,43,Black,Speeding,Speeding,Yes       ,Probable Cause,Warning,No,16-30 Min,No        ,107,Dec 26 2013  7:24AM
2689,Male,1993,20,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,108,Dec 27 2013  3:41PM
2690,Male,1958,55,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,109,Dec 28 2013  1:26AM
2691,Male,1989,24,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,100,Dec 28 2013  9:32AM
2692,Male,1976,37,White,Seatbelt Violation,Seat belt,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,101,Dec 28 2013 10:58AM
2693,Male,1983,30,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Probable Cause,No Action,No,16-30 Min,Yes       ,102,Dec 29 2013  3:06AM
2694,Male,1988,25,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,0-15 Min,No        ,103,Dec 30 2013  2:15PM
2695,Male,1995,18,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,104,Dec 30 2013 10:39PM
2696,Male,1981,32,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,0-15 Min,Yes       ,105,Dec 31 2013  3:16AM
2697,Female,1987,27,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,106,Jan  1 2014  1:33AM
2698,Male,1983,31,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,107,Jan  1 2014  9:50AM
2699,Male,1991,23,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,108,Jan  1 2014  2:52PM
2700,Male,1977,37,White,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,109,Jan  1 2014 10:55PM
2701,Male,1988,26,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,100,Jan  4 2014  5:28PM
2702,Male,1988,26,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,0-15 Min,No        ,101,Jan  5 2014  8:55AM
2703,Male,1988,26,White,Seatbelt Violation,Seat belt,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,102,Jan  5 2014  6:31PM
2704,Male,1986,28,Hispanic,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,103,Jan  7 2014  1:51AM
2705,Male,1990,24,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,104,Jan  8 2014  2:20AM
2706,Male,1976,38,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,105,Jan  9 2014 12:05AM
